ride_id,customer_id,driver_id,city,pickup_area,drop_area,pickup_time,vehicle_type,distance_km,duration_min,demand_level,nearby_drivers,weather,surge_multiplier,base_fare,final_fare,payment_method,ride_status,customer_rating
RPD103363,CUST1514,DRV148,mumbai,Bandra,Colaba,11-Jun-2026 02:48 PM,Auto,11.8,16.8,Low,30.0,,1.05,121.2,127.26,upi,Cancelled by Driver,
RPD100514,CUST3991,DRV483,hyderabad ,Gachibowli,Banjara Hills,2026-06-25 14:19:00,bike,2.85,3.0,Very High,19.0,Heavy Rain,1.84,32.1,59.06,,Completed,5.0
RPD102905,CUST3868,DRV228,bangalore,Electronic City,Indiranagar,02/07/2026 22:28,auto,2.64,40.8,Low,15.0,Fog,1.0,38.76,38.76,,Cancelled by Driver,
RPD102700,CUST3118,DRV527,Bengaluru,Indiranagar,Koramangala,2026-06-21 04:51:00,bike,6.09,43.5,Medium,21.0,Heavy Rain,1.17,51.54,60.3,upi,completed,4.4
RPD103904,CUST1452,DRV241,Pune,Hinjewadi,Viman Nagar,15/07/2026 11:50,auto,4.13,15.2,Low,17.0,Heavy Rain,1.07,52.17,55.82,upi,Cancelled by Driver,
RPD100645,CUST3336,DRV585,Bengaluru,Koramangala,Jayanagar,09-Jun-2026 12:23 AM,Cab Economy,5.35,13.5,Low,10.0,Rain,1.0,79.2,79.2,Wallet,completed,5.0
RPD104096,CUST1881,,hyderabad ,Hitech City,Kukatpally,2026-06-12 12:24:00,,0.62,8.3,Very High,19.0,Rain,1.89,22.44,42.41,Cash,Cancelled by Customer,
RPD101985,CUST1894,DRV280,Pune,Viman Nagar,Camp,2026-06-03 22:58:00,cab economy,3.28,18.6,Very High,15.0,Rain,1.83,54.36,99.48,Card,COMPLETED,3.9
RPD100088,CUST1566,DRV356,Mumbai,Dadar,Bandra,24-Jun-2026 09:36 PM,Cab Premium,2.2,7.5,Low,22.0,Fog,1.02,54.6,55.69,UPI,Ongoing,
RPD101837,CUST2311,DRV451,Bengaluru,Jayanagar,HSR Layout,28/06/2026 12:47,Cab Premium,2.08,11.9,Medium,18.0,Fog,1.13,52.44,59.26,,Completed,5.0
RPD102533,CUST2133,DRV540,bangalore,Jayanagar,Koramangala,2026-06-04 20:00:00,auto,2.22,57.1,Very High,5.0,Rain,1.94,34.98,67.86,UPI,Completed,5.0
RPD102023,CUST3713,DRV508,Hyderabad,Banjara Hills,Madhapur,2026-06-21 15:32:00,Cab Economy,6.81,41.2,Medium,29.0,Fog,1.15,96.72,111.23,Wallet,COMPLETED,4.1
RPD104884,CUST2927,DRV148,Pune,Baner,Kothrud,04/07/2026 06:14,auto,1.26,16.3,Low,28.0,Fog,1.0,26.34,26.34,cash ,completed,4.7
RPD102095,CUST3689,DRV385,Mumbai,Andheri,Dadar,15-Jun-2026 04:20 PM,Bike,999.0,10.7,Low,24.0,,1.0,6009.0,6009.0,Cash,completed,4.7
RPD104237,CUST2257,DRV360,hyderabad ,Kukatpally,Banjara Hills,2026-06-12 04:16:00,Auto,3.33,6.7,Very High,12.0,Heavy Rain,1.89,44.97,84.99,Card,completed,4.0
RPD103278,CUST3630,DRV791,hyderabad ,Kukatpally,Gachibowli,2026-07-12 23:17:00,Auto,4.53,10.9,Very High,18.0,Heavy Rain,1.88,55.77,104.85,wallet,Ongoing,
RPD103642,CUST2980,DRV211,Hyderabad,Hitech City,Banjara Hills,28-Jun-2026 01:33 PM,,11.69,26.4,Medium,33.0,Clear,1.12,155.28,173.91,Cash,Completed,5.0
RPD100076,CUST2046,DRV396,mumbai,Dadar,Andheri,19/06/2026 21:43,Auto,3.01,22.2,Low,16.0,Cloudy,1.0,42.09,42.09,Wallet,completed,4.2
RPD101125,CUST1886,DRV520,mumbai,Andheri,Powai,2026-07-12 19:24:00,Cab Premium,11.19,8.9,Very High,9.0,Rain,1.88,216.42,406.87,Cash,Cancelled by Driver,
RPD103354,CUST2328,DRV800,mumbai,Borivali,Powai,09-Jun-2026 02:58 PM,,-7.28,4.3,Very High,26.0,Rain,1.94,16.2,31.43,cash ,Completed,4.8
RPD104974,CUST3391,DRV731,mumbai,Bandra,Andheri,2026-07-11 10:30:00,Cab Economy,2.74,6.1,Medium,29.0,Cloudy,1.21,47.88,57.93,wallet,completed,3.9
RPD102756,CUST1353,DRV378,Pune,Kothrud,Camp,2026-07-09 03:56:00,Cab Economy,2.51,21.6,Medium,20.0,Fog,1.14,45.12,51.44,UPI,completed,5.0
RPD102407,CUST3850,DRV765,BANGALORE,MG Road,HSR Layout,02-Jun-2026 12:55 PM,Cab Premium,5.63,4.5,Medium,14.0,Heavy Rain,1.19,116.34,138.44,UPI,Cancelled by Driver,
RPD100982,CUST1273,DRV369,Pune,Kothrud,Camp,09/06/2026 11:01,cab economy,3.63,9.3,Low,9.0,Cloudy,1.0,58.56,58.56,UPI,Ongoing,
RPD101675,CUST3368,DRV342,Hyderabad,Madhapur,Banjara Hills,07/07/2026 01:31,,2.59,19.5,Very High,23.0,Heavy Rain,1.87,46.08,86.17,wallet,COMPLETED,4.0
RPD104061,CUST1432,DRV237,Mumbai,Borivali,Dadar,15/06/2026 10:43,BIKE,1.92,5.5,Low,16.0,Cloudy,1.04,26.52,27.58,upi,Completed,4.2
RPD104740,CUST3531,DRV633,Hyderabad,Gachibowli,Kukatpally,14/07/2026 19:36,auto,10.35,8.0,Very High,0.0,,1.98,108.15,214.14,Cash,Ongoing,
RPD104810,CUST1654,DRV780,BANGALORE,HSR Layout,Indiranagar,06/06/2026 07:57,bike,5.19,13.0,Medium,27.0,Clear,1.16,46.14,53.52,cash ,COMPLETED,5.0
RPD100713,CUST1546,DRV509,BANGALORE,Whitefield,Koramangala,2026-07-01 17:43:00,Cab Premium,2.19,18.8,Medium,27.0,Cloudy,1.06,54.42,57.69,Wallet,completed,4.6
RPD102162,CUST3899,,Hyderabad,Hitech City,Gachibowli,2026-06-25 13:27:00,Auto,13.25,40.3,Low,19.0,Fog,1.03,134.25,138.28,UPI,Cancelled by Customer,
RPD101545,CUST2587,DRV437,Bangalore,Electronic City,Jayanagar,13-Jun-2026 05:23 PM,bike,3.7,7.0,Low,17.0,,1.0,37.2,37.2,,Completed,4.7
RPD102319,CUST3548,DRV361,Bengaluru,Koramangala,MG Road,18-Jun-2026 06:29 AM,Cab Economy,9.03,7.0,Medium,16.0,Fog,1.15,123.36,141.86,Card,Completed,4.2
RPD101528,CUST3496,DRV797,bangalore,MG Road,Electronic City,2026-07-08 20:30:00,Cab Economy,14.98,5.1,Very High,1.0,Cloudy,1.84,194.76,358.36,wallet,Ongoing,
RPD100244,CUST2358,DRV138,Bengaluru,MG Road,MG Road,14-Jun-2026 09:27 PM,Cab Premium,3.43,19.6,Medium,18.0,,1.05,76.74,80.58,upi,Completed,4.4
RPD102219,CUST3006,DRV723,mumbai,Colaba,Powai,11-Jun-2026 04:45 PM,auto,4.61,5.9,Low,7.0,Cloudy,1.0,56.49,56.49,Cash,completed,3.6
RPD103937,CUST3164,DRV232,Hyderabad,Hitech City,Kukatpally,2026-06-04 02:52:00,Cab Economy,5.41,9.3,Low,24.0,,1.01,79.92,80.72,Wallet,completed,4.8
RPD104409,CUST3465,DRV622,Bengaluru,Indiranagar,Jayanagar,11-Jun-2026 12:50 AM,BIKE,4.67,26.2,Medium,20.0,,1.13,43.02,Rs. 48.61,,Completed,3.7
RPD102308,CUST2495,DRV219,Bengaluru,HSR Layout,Electronic City,09/07/2026 06:32,,10.05,21.5,Low,17.0,,1.06,135.6,,wallet,completed,4.3
RPD104233,CUST2444,DRV378,Bangalore,Jayanagar,Indiranagar,2026-06-28 22:20:00,cab economy,10.12,34.7,Very High,24.0,Rain,1.89,136.44,257.87,UPI,Completed,4.3
RPD104776,CUST2260,DRV362,bangalore,Koramangala,Whitefield,2026-06-02 21:53:00,Cab Premium,1.93,36.6,Very High,16.0,Rain,1.86,49.74,92.52,,Completed,4.9
RPD101261,CUST1833,DRV431,mumbai,Andheri,Borivali,2026-07-09 17:41:00,auto,4.62,7.3,Low,20.0,Rain,1.02,56.58,57.71,cash ,Completed,4.7
RPD101366,CUST1812,DRV628,bangalore,HSR Layout,Whitefield,2026-06-04 07:26:00,Bike,3.77,9.1,Low,23.0,Rain,1.0,37.62,37.62,,COMPLETED,3.8
RPD101770,CUST2429,DRV638,Hyderabad,Kukatpally,Gachibowli,07-Jun-2026 02:13 PM,BIKE,1.19,17.9,Very High,14.0,Heavy Rain,1.91,22.14,42.29,wallet,COMPLETED,5.0
RPD100163,CUST2139,DRV477,mumbai,Bandra,Borivali,26/06/2026 15:09,cab economy,8.8,27.9,Low,13.0,Clear,1.0,120.6,120.6,,Ongoing,
RPD103048,CUST2186,DRV538,Bengaluru,Indiranagar,Jayanagar,2026-06-12 14:49:00,,8.59,33.0,Medium,19.0,,1.2,118.08,141.7,Card,Ongoing,
RPD102606,CUST2166,DRV106,mumbai,Borivali,Colaba,2026-06-23 17:09:00,cab economy,2.56,14.2,Medium,18.0,Cloudy,1.21,45.72,55.32,UPI,COMPLETED,4.7
RPD102118,CUST2133,DRV141,Mumbai,Andheri,Bandra,2026-06-14 19:13:00,Cab Premium,3.44,23.0,Very High,6.0,Clear,1.91,76.92,146.92,Card,Completed,4.4
RPD102793,CUST2924,,Bangalore,MG Road,HSR Layout,2026-06-03 19:03:00,Bike,4.1,5.3,Very High,14.0,Rain,1.87,39.6,74.05,Cash,Cancelled by Customer,
RPD104157,CUST1149,,Mumbai,Borivali,Dadar,2026-06-24 01:05:00,BIKE,0.5,5.5,Very High,10.0,Rain,1.89,18.0,34.02,cash ,Cancelled by Customer,
RPD104086,CUST3931,DRV536,bangalore,HSR Layout,Jayanagar,01/07/2026 23:16,,6.26,25.3,Very High,18.0,Rain,1.81,90.12,163.12,,Ongoing,
RPD103450,CUST2019,DRV766,Pune,Baner,Viman Nagar,2026-07-07 06:55:00,,14.08,44.9,Very High,15.0,Rain,1.85,183.96,340.33,Cash,Completed,4.0
RPD102513,CUST3317,DRV275,bangalore,MG Road,MG Road,2026-06-29 06:29:00,Bike,13.03,17.9,Low,24.0,Clear,1.07,93.18,99.7,wallet,Cancelled by Driver,
RPD104529,CUST3862,DRV770,mumbai,Andheri,Bandra,2026-07-01 01:47:00,Bike,8.59,15.2,Low,32.0,Cloudy,1.02,66.54,67.87,Wallet,COMPLETED,3.8
RPD103550,CUST2233,DRV367,Bangalore,HSR Layout,Whitefield,24/06/2026 18:29,Cab Premium,4.24,13.3,Very High,5.0,Rain,1.9,91.32,173.51,,Completed,4.4
RPD104692,CUST1571,DRV708,hyderabad ,Hitech City,Banjara Hills,2026-06-08 09:06:00,Cab Economy,8.63,12.8,High,18.0,Heavy Rain,1.37,118.56,162.43,Wallet,completed,4.4
RPD103861,CUST3783,DRV656,Bengaluru,Electronic City,MG Road,2026-06-22 07:40:00,BIKE,8.96,10.3,Low,12.0,Clear,1.05,68.76,72.2,UPI,Ongoing,
RPD101709,CUST3362,DRV777,BANGALORE,Koramangala,Indiranagar,05-Jun-2026 03:02 PM,Cab Economy,4.32,14.8,Medium,13.0,Fog,1.18,66.84,78.87,Cash,Ongoing,
RPD101728,CUST3002,DRV355,BANGALORE,Electronic City,Electronic City,02/06/2026 18:02,cab economy,2.5,7.0,Very High,6.0,Cloudy,2.03,45.0,91.35,Wallet,completed,4.8
RPD100951,CUST3053,DRV736,Mumbai,Powai,Bandra,2026-06-06 17:52:00,auto,12.16,16.7,Low,17.0,Cloudy,1.04,124.44,129.42,UPI,Cancelled by Driver,
RPD102739,CUST2427,DRV371,Pune,Camp,Kothrud,2026-06-20 16:30:00,Cab Economy,4.47,22.4,Low,11.0,Clear,1.0,68.64,68.64,Cash,Completed,4.0
RPD104469,CUST2437,DRV378,Mumbai,Colaba,Andheri,2026-06-23 06:11:00,Auto,2.57,22.9,Low,14.0,Fog,1.09,38.13,,Cash,Cancelled by Driver,
RPD100757,CUST3180,DRV568,Hyderabad,Madhapur,Kukatpally,2026-06-02 12:36:00,Bike,12.35,8.6,Very High,18.0,Rain,1.97,89.1,175.53,cash ,Cancelled by Driver,
RPD102672,CUST2880,DRV517,Mumbai,Colaba,Dadar,2026-06-20 16:21:00,,12.54,15.7,Low,14.0,Cloudy,1.01,165.48,167.13,UPI,completed,4.2
RPD103819,CUST3069,,bangalore,Indiranagar,HSR Layout,05-Jun-2026 11:38 PM,cab economy,2.47,26.5,Low,17.0,Clear,1.0,44.64,44.64,cash ,Cancelled by Customer,
RPD104672,CUST2697,DRV338,Bangalore,Electronic City,Jayanagar,2026-06-26 01:15:00,,4.43,18.5,Very High,24.0,Heavy Rain,1.84,68.16,125.41,Cash,COMPLETED,4.0
RPD102082,CUST2909,DRV140,mumbai,Borivali,Colaba,2026-06-01 10:46:00,BIKE,7.26,24.6,Very High,24.0,Rain,1.81,58.56,105.99,cash ,Ongoing,
RPD103470,CUST3747,DRV410,Bangalore,MG Road,Electronic City,2026-06-27 22:01:00,Cab Premium,9.16,39.0,Low,9.0,Fog,1.0,179.88,179.88,Cash,Ongoing,
RPD101311,CUST1370,DRV265,Pune,Kothrud,Hinjewadi,05/07/2026 00:22,Auto,9.98,7.0,Low,19.0,Clear,1.0,104.82,104.82,UPI,Cancelled by Driver,
RPD101464,CUST3735,DRV212,Pune,Viman Nagar,Viman Nagar,26-Jun-2026 06:58 AM,auto,0.94,18.9,Medium,7.0,Clear,1.12,23.46,26.28,Cash,COMPLETED,4.0
RPD101649,CUST3941,DRV683,bangalore,Jayanagar,Electronic City,10/07/2026 00:13,auto,4.45,25.1,Low,19.0,Fog,1.0,55.05,55.05,Card,completed,4.2
RPD104507,CUST2899,,Bangalore,Koramangala,MG Road,27-Jun-2026 10:48 PM,BIKE,999.0,14.4,Low,15.0,Rain,1.01,6009.0,6069.09,UPI,Cancelled by Customer,
RPD104392,CUST3307,DRV653,Bangalore,Electronic City,MG Road,17/06/2026 16:13,Cab Premium,1.39,9.0,Low,18.0,,1.0,40.02,40.02,wallet,Ongoing,
RPD100003,CUST3708,DRV333,mumbai,Colaba,Powai,03/06/2026 23:29,,2.44,19.3,Medium,7.0,Heavy Rain,1.28,44.28,56.68,Card,COMPLETED,4.7
RPD100314,CUST2799,DRV731,mumbai,Bandra,Dadar,2026-07-02 15:08:00,Bike,1.37,18.5,Medium,29.0,Heavy Rain,1.18,23.22,27.4,,completed,4.4
RPD103835,CUST1115,DRV697,BANGALORE,Whitefield,Whitefield,2026-06-27 08:17:00,,6.09,21.1,Very High,5.0,,1.92,88.08,169.11,Cash,Cancelled by Driver,
RPD104462,CUST2306,DRV649,Mumbai,Dadar,Bandra,07/07/2026 12:45,Cab Economy,10.17,28.3,Very High,14.0,Rain,1.87,137.04,256.26,Card,Completed,4.9
RPD102153,CUST3795,DRV496,Pune,Kothrud,Kothrud,05/07/2026 22:51,Cab Premium,8.25,17.7,Low,20.0,,1.0,163.5,163.5,UPI,completed,3.2
RPD100941,CUST2137,DRV100,Bangalore,HSR Layout,MG Road,18/06/2026 17:10,cab economy,999.0,12.1,Low,18.0,Rain,1.05,12003.0,12603.15,wallet,completed,3.8
RPD100654,CUST3889,,mumbai,Bandra,Dadar,16-Jul-2026 09:23 AM,,1.8,11.5,Very High,1.0,Heavy Rain,1.92,36.6,70.27,,Cancelled by Customer,
RPD100952,CUST3171,DRV253,mumbai,Dadar,Dadar,2026-06-03 16:27:00,auto,5.25,29.7,Very High,23.0,Rain,1.9,62.25,118.27,wallet,Cancelled by Driver,
RPD100279,CUST2844,DRV523,bangalore,Koramangala,Indiranagar,2026-06-22 07:20:00,Cab Premium,6.07,23.1,Low,12.0,Heavy Rain,1.0,124.26,124.26,Cash,Ongoing,
RPD103867,CUST3378,DRV447,BANGALORE,HSR Layout,Indiranagar,2026-06-21 01:11:00,bike,6.04,22.6,Low,25.0,Cloudy,1.06,51.24,54.31,cash ,Ongoing,
RPD103510,CUST2602,DRV376,bangalore,Indiranagar,Koramangala,10/06/2026 07:18,Auto,3.12,16.0,Medium,30.0,Cloudy,1.19,43.08,51.27,cash ,completed,4.5
RPD102937,CUST1960,DRV561,Pune,Baner,Camp,29/06/2026 12:03,auto,12.49,6.7,Low,14.0,Fog,1.0,127.41,127.41,UPI,Completed,4.7
RPD102353,CUST2157,DRV245,Bengaluru,MG Road,HSR Layout,2026-07-06 05:25:00,cab economy,4.28,28.3,Low,25.0,,1.02,66.36,67.69,Cash,completed,3.9
RPD101896,CUST1306,,bangalore,MG Road,MG Road,2026-06-03 01:05:00,bike,4.5,17.4,Medium,30.0,Rain,1.27,42.0,53.34,cash ,Cancelled by Customer,
RPD101934,CUST2209,DRV722,bangalore,Koramangala,Koramangala,2026-06-12 09:51:00,bike,4.85,20.9,Very High,0.0,Heavy Rain,1.87,44.1,82.47,upi,Ongoing,
RPD104568,CUST1787,DRV392,Bengaluru,Koramangala,Koramangala,2026-06-26 16:50:00,BIKE,9.15,15.6,Very High,25.0,Heavy Rain,1.94,69.9,135.61,Cash,COMPLETED,
RPD102897,CUST1778,,Pune,Camp,Baner,2026-07-12 09:04:00,Cab Premium,3.03,15.2,Very High,5.0,Heavy Rain,1.83,69.54,127.26,cash ,Cancelled by Customer,
RPD100038,CUST2846,DRV349,Pune,Kothrud,Camp,12-Jul-2026 08:39 AM,Cab Premium,9.63,27.2,Very High,20.0,,1.95,188.34,367.26,,Completed,3.6
RPD104132,CUST2634,DRV309,Hyderabad,Banjara Hills,Kukatpally,2026-06-24 01:27:00,Auto,1.88,8.1,Low,18.0,Fog,1.07,31.92,34.15,wallet,Ongoing,
RPD104165,CUST1836,DRV651,bangalore,Jayanagar,Indiranagar,06-Jun-2026 06:07 PM,cab economy,1.91,21.1,Very High,9.0,Rain,1.93,37.92,73.19,wallet,COMPLETED,2.9
RPD100745,CUST3563,DRV550,Pune,Camp,Viman Nagar,2026-07-02 20:11:00,auto,7.41,5.0,Very High,6.0,Heavy Rain,1.85,81.69,151.13,upi,Cancelled by Driver,
RPD104357,CUST2502,DRV521,Hyderabad,Hitech City,Madhapur,08-Jul-2026 08:56 AM,Bike,5.65,24.6,High,0.0,Fog,1.39,48.9,67.97,cash ,Ongoing,
RPD102609,CUST2476,DRV479,Mumbai,Colaba,Bandra,10-Jun-2026 02:58 PM,,7.99,32.8,Very High,26.0,Heavy Rain,1.83,110.88,202.91,Card,completed,5.0
RPD100542,CUST3094,DRV719,Pune,Baner,Hinjewadi,17-Jun-2026 09:27 PM,auto,7.59,41.4,Low,15.0,,1.04,83.31,86.64,Cash,COMPLETED,4.4
RPD101292,CUST3626,DRV335,Pune,Baner,Baner,2026-06-10 01:22:00,Bike,1.72,8.5,Medium,21.0,Fog,1.19,25.32,30.13,,COMPLETED,4.1
RPD100534,CUST1735,,mumbai,Borivali,Colaba,07-Jun-2026 09:50 PM,Cab Premium,3.24,22.1,Medium,27.0,,1.15,73.32,84.32,UPI,Cancelled by Customer,
RPD101874,CUST1287,DRV786,hyderabad ,Madhapur,Madhapur,2026-07-16 02:37:00,BIKE,3.81,9.2,Very High,23.0,Rain,1.9,37.86,71.93,cash ,Completed,4.6
RPD101885,CUST1432,DRV568,mumbai,Colaba,Powai,27-Jun-2026 01:57 PM,auto,4.07,6.4,Medium,9.0,Clear,1.18,51.63,60.92,Wallet,Completed,5.0
RPD103985,CUST2494,DRV604,BANGALORE,MG Road,Jayanagar,2026-06-07 10:51:00,cab economy,5.58,9.6,Low,33.0,,1.0,81.96,81.96,Wallet,Ongoing,
RPD104014,CUST2407,DRV376,Mumbai,Colaba,Colaba,03-Jun-2026 12:52 AM,cab economy,2.39,10.3,Low,21.0,Cloudy,1.04,43.68,45.43,Card,Cancelled by Driver,
RPD103485,CUST3826,DRV213,Mumbai,Borivali,Andheri,29-Jun-2026 01:16 PM,Cab Premium,4.47,27.4,Medium,15.0,,1.12,95.46,106.92,cash ,Ongoing,
RPD102102,CUST1496,DRV207,Bengaluru,Electronic City,Koramangala,30/06/2026 14:39,BIKE,2.62,33.1,Very High,15.0,Heavy Rain,1.93,30.72,59.29,cash ,Ongoing,
RPD102139,CUST1178,,BANGALORE,Electronic City,Electronic City,21-Jun-2026 01:46 PM,cab economy,9.77,11.4,Low,19.0,,1.02,132.24,134.88,wallet,Cancelled by Customer,
RPD104680,CUST1667,DRV222,BANGALORE,HSR Layout,Indiranagar,2026-06-16 04:36:00,Bike,1.38,46.9,Medium,25.0,Clear,1.09,23.28,25.38,Cash,Cancelled by Driver,
RPD104902,CUST3230,DRV138,hyderabad ,Madhapur,Gachibowli,2026-06-10 02:59:00,Auto,3.64,23.6,Low,20.0,Cloudy,1.0,47.76,47.76,UPI,COMPLETED,4.6
RPD102450,CUST1517,DRV175,Hyderabad,Banjara Hills,Banjara Hills,2026-07-13 12:27:00,BIKE,3.6,5.9,Low,20.0,Rain,1.03,36.6,37.7,upi,Cancelled by Driver,
RPD100887,CUST2785,DRV385,Bangalore,HSR Layout,Whitefield,04/06/2026 07:05,,4.9,21.8,Low,22.0,Clear,1.0,73.8,73.8,Cash,completed,4.0
RPD104227,CUST3147,DRV394,hyderabad ,Madhapur,Madhapur,09-Jul-2026 11:30 PM,Cab Premium,9.51,3.2,Low,28.0,Clear,1.0,186.18,186.18,upi,Completed,
RPD103691,CUST1281,DRV613,Hyderabad,Kukatpally,Madhapur,2026-07-01 06:18:00,BIKE,4.99,16.4,Very High,20.0,Rain,1.92,44.94,86.28,,COMPLETED,5.0
RPD100148,CUST2307,,Pune,Viman Nagar,Baner,22-Jun-2026 01:52 PM,auto,7.9,34.0,Medium,30.0,Heavy Rain,1.17,86.1,100.74,Card,Cancelled by Customer,
RPD103384,CUST2589,DRV617,Bangalore,HSR Layout,Indiranagar,2026-06-10 17:32:00,BIKE,10.27,16.9,Low,26.0,,1.06,76.62,81.22,UPI,COMPLETED,4.7
RPD102423,CUST2651,DRV518,Mumbai,Colaba,Borivali,2026-06-10 18:18:00,Auto,6.7,12.9,High,7.0,Cloudy,1.38,75.3,103.91,Card,COMPLETED,4.3
RPD103007,CUST2029,DRV255,Hyderabad,Banjara Hills,Banjara Hills,2026-07-04 07:39:00,BIKE,5.14,6.6,Low,29.0,,1.0,45.84,45.84,Cash,Cancelled by Driver,
RPD103518,CUST3024,DRV744,Mumbai,Borivali,Colaba,29/06/2026 18:45,bike,6.85,50.8,Very High,1.0,Rain,1.91,56.1,107.15,,COMPLETED,3.9
RPD100363,CUST1330,DRV106,bangalore,Koramangala,Whitefield,10/06/2026 13:10,Bike,1.84,27.5,Very High,13.0,Rain,1.79,26.04,46.61,UPI,Completed,4.8
RPD101003,CUST2832,,mumbai,Bandra,Andheri,2026-06-14 23:11:00,cab economy,2.52,6.2,Medium,29.0,,1.11,45.24,50.22,Wallet,Cancelled by Customer,
RPD102537,CUST1916,DRV288,hyderabad ,Madhapur,Hitech City,2026-07-05 09:11:00,BIKE,7.84,36.3,Very High,2.0,Fog,1.89,62.04,Rs. 117.26,UPI,Cancelled by Driver,
RPD102342,CUST3547,DRV621,Mumbai,Bandra,Colaba,08/06/2026 04:45,Auto,5.55,15.7,Low,16.0,Cloudy,1.0,64.95,64.95,Card,Cancelled by Driver,
RPD104882,CUST1056,DRV507,bangalore,Indiranagar,Koramangala,2026-06-22 05:00:00,bike,3.56,7.5,Low,16.0,Fog,1.06,36.36,38.54,wallet,COMPLETED,3.6
RPD102795,CUST2332,DRV280,Bengaluru,Electronic City,Indiranagar,2026-06-05 08:27:00,BIKE,3.03,45.9,Very High,1.0,Fog,1.92,33.18,63.71,Cash,Completed,4.1
RPD102656,CUST3364,DRV619,mumbai,Dadar,Dadar,21-Jun-2026 09:51 PM,Auto,2.26,35.7,Very High,12.0,Heavy Rain,1.91,35.34,67.5,,completed,5.0
RPD103963,CUST2340,DRV241,BANGALORE,Electronic City,MG Road,2026-07-12 05:22:00,Cab Premium,5.04,39.4,Low,13.0,Fog,1.0,105.72,105.72,wallet,completed,4.8
RPD104914,CUST2792,,BANGALORE,Electronic City,Electronic City,14/06/2026 05:11,,1.59,13.8,Low,15.0,Clear,1.07,34.08,36.47,upi,Cancelled by Customer,
RPD103171,CUST2584,DRV676,mumbai,Colaba,Andheri,14/06/2026 05:27,Cab Premium,5.89,9.5,Very High,26.0,Rain,1.95,121.02,235.99,cash ,completed,4.3
RPD102465,CUST3914,DRV206,Bengaluru,MG Road,Indiranagar,2026-06-04 03:01:00,Bike,1.27,7.6,Low,21.0,Rain,1.06,22.62,23.98,Cash,Cancelled by Driver,
RPD101314,CUST1421,,bangalore,HSR Layout,Whitefield,2026-06-15 23:25:00,cab economy,3.74,13.4,Very High,19.0,Heavy Rain,1.89,59.88,113.17,Cash,Cancelled by Customer,
RPD101339,CUST2637,,hyderabad ,Banjara Hills,Madhapur,03-Jun-2026 12:30 PM,BIKE,4.36,11.9,Medium,14.0,,1.21,41.16,49.8,UPI,Cancelled by Customer,
RPD102186,CUST3356,,Hyderabad,Gachibowli,Hitech City,2026-06-08 05:39:00,Auto,-1.98,19.4,Low,16.0,Clear,1.0,15.9,15.9,UPI,Cancelled by Customer,
RPD101263,CUST3443,DRV395,bangalore,Koramangala,Electronic City,09/06/2026 08:56,,-6.79,14.5,High,7.0,Clear,1.45,16.2,23.49,UPI,completed,5.0
RPD104706,CUST2655,DRV220,Mumbai,Dadar,Borivali,2026-06-07 03:27:00,auto,0.71,15.5,Low,13.0,,1.05,21.39,22.46,Wallet,Ongoing,
RPD102289,CUST2670,DRV649,mumbai,Dadar,Andheri,28/06/2026 16:37,BIKE,10.23,34.5,Low,17.0,,1.0,76.38,76.38,Wallet,Ongoing,
RPD100071,CUST1532,DRV669,Pune,Baner,Hinjewadi,21/06/2026 13:20,cab economy,0.5,10.6,Medium,23.0,Clear,1.17,21.0,24.57,UPI,COMPLETED,5.0
RPD103030,CUST1443,DRV210,mumbai,Bandra,Andheri,03/07/2026 03:21,cab economy,7.06,12.3,Medium,23.0,Fog,1.11,99.72,110.69,cash ,Cancelled by Driver,
RPD100061,CUST2208,,BANGALORE,Koramangala,Whitefield,2026-06-21 23:26:00,Cab Economy,1.05,21.8,Low,27.0,Fog,1.08,27.6,29.81,Wallet,Cancelled by Customer,
RPD100969,CUST2080,DRV397,mumbai,Powai,Andheri,2026-06-28 16:35:00,cab economy,3.94,16.3,Low,14.0,Cloudy,1.09,62.28,67.89,UPI,completed,4.8
RPD100337,CUST1852,DRV705,Pune,Hinjewadi,Viman Nagar,06-Jul-2026 08:04 PM,Cab Premium,2.63,25.7,High,14.0,Rain,1.45,62.34,90.39,wallet,Cancelled by Driver,
RPD100579,CUST1613,,mumbai,Andheri,Borivali,2026-06-07 21:37:00,Bike,1.77,22.2,Very High,7.0,Rain,1.92,25.62,49.19,Cash,Cancelled by Customer,
RPD101146,CUST1499,DRV768,bangalore,Electronic City,Koramangala,18-Jun-2026 12:43 PM,Bike,1.2,15.4,Medium,27.0,Cloudy,1.06,22.2,23.53,Wallet,Cancelled by Driver,
RPD104195,CUST3536,DRV769,Mumbai,Andheri,Dadar,18-Jun-2026 06:40 AM,cab economy,4.1,5.9,Low,27.0,Clear,1.03,64.2,66.13,Cash,completed,5.0
RPD100663,CUST3547,DRV131,mumbai,Borivali,Dadar,05-Jun-2026 08:27 PM,Cab Economy,2.82,5.7,Very High,11.0,Heavy Rain,1.86,48.84,90.84,Cash,Cancelled by Driver,
RPD102943,CUST2419,DRV571,hyderabad ,Madhapur,Gachibowli,2026-07-15 21:09:00,auto,2.26,24.0,Low,23.0,Heavy Rain,1.01,35.34,35.69,upi,Cancelled by Driver,
RPD102784,CUST3375,,Pune,Kothrud,Camp,2026-06-24 18:35:00,Auto,2.01,15.3,Very High,10.0,Fog,1.87,33.09,61.88,UPI,Cancelled by Customer,
